Year,1,2,3,4,5,6,7,8,9,10,11,12
1065,30,29,30,30,29,29,30,29,29,30,29,30
1066,30,29,30,30,29,30,29,30,29,30,29,29
1067,30,29,30,30,29,30,30,29,30,29,30,29
1068,29,30,29,30,29,30,30,29,30,30,29,30
1069,29,29,30,29,30,29,30,29,30,30,30,29
1070,30,29,29,30,29,30,29,30,29,30,30,29
1071,30,29,30,29,30,29,30,29,30,29,30,29
1072,30,30,29,30,29,30,29,30,29,29,30,29
1073,30,30,29,30,30,29,30,29,30,29,29,30
1074,29,30,29,30,30,30,29,30,29,30,29,29
1075,30,29,29,30,30,30,29,30,30,29,30,29
1076,29,30,29,29,30,30,29,30,30,30,29,30
1077,29,29,30,29,30,29,30,29,30,30,29,30
1078,29,30,29,30,29,30,29,30,29,30,29,30
1079,29,30,30,29,30,29,30,29,30,29,29,30
1080,29,30,30,30,29,30,29,30,29,30,29,29
1081,30,29,30,30,30,29,30,29,30,29,30,29
1082,29,29,30,30,30,29,30,30,29,30,29,30
1083,29,29,30,29,30,29,30,30,29,30,30,29
1084,30,29,29,30,29,30,29,30,29,30,30,30
1085,29,30,29,30,29,29,30,29,30,29,30,30
1086,29,30,30,29,30,29,29,30,29,29,30,30
1087,29,30,30,30,29,30,29,29,30,29,29,30
1088,30,29,30,30,29,30,30,29,29,30,29,30
1089,29,29,30,30,29,30,30,29,30,29,30,29
1090,30,29,29,30,30,29,30,29,30,29,30,30
1091,29,30,29,29,30,29,30,29,30,29,30,30
1092,30,29,30,29,29,30,29,29,30,29,30,30
1093,30,30,29,30,29,29,30,29,29,30,29,30
1094,30,30,29,30,30,29,29,30,29,29,30,29
1095,30,30,29,30,30,29,30,29,30,29,29,30
1096,29,30,30,29,30,30,29,30,29,29,30,30
1097,29,29,30,29,30,30,29,30,29,30,30,29
1098,30,29,30,29,29,30,29,30,29,30,30,30
1099,29,30,29,30,29,29,30,29,29,30,30,30
1100,30,29,30,29,30,29,29,29,30,29,30,30
1101,30,29,30,30,29,30,29,29,29,30,29,30
1102,30,29,30,30,30,29,30,29,29,30,29,30
1103,29,30,29,30,30,29,30,29,30,29,30,29
1104,30,29,29,30,30,29,30,30,29,30,30,29
1105,29,30,29,29,30,29,30,30,29,30,30,29
1106,30,29,30,29,29,30,29,30,29,30,30,30
1107,29,30,29,30,29,29,30,29,30,29,30,30
1108,29,30,30,29,30,29,30,29,29,30,29,30
1109,29,30,30,29,30,30,29,30,29,29,30,29
1110,30,29,30,29,30,30,29,30,30,29,29,30
1111,29,29,30,29,30,30,29,30,30,30,29,29
1112,30,29,29,30,29,30,29,30,30,30,29,30
1113,29,30,29,29,30,29,30,29,30,30,30,29
1114,30,29,30,29,29,30,29,30,29,30,30,29
1115,30,29,30,29,30,29,30,29,30,29,30,29
1116,30,29,30,30,29,30,30,29,29,30,29,30
1117,29,29,30,30,29,30,30,30,29,30,29,29
1118,30,29,29,30,29,30,30,30,30,29,30,29
1119,29,30,29,29,30,29,30,30,30,29,30,30
1120,29,29,29,30,29,30,29,30,30,29,30,30
1121,29,30,29,29,30,29,30,29,30,29,30,30
1122,30,29,30,29,30,29,30,29,29,30,29,30
1123,30,29,30,29,30,30,29,30,29,29,30,29
1124,30,29,30,30,29,30,30,29,30,29,29,30
1125,29,30,29,30,29,30,30,30,29,30,29,29
1126,30,29,30,29,30,29,30,30,29,30,29,30
1127,29,30,29,30,29,30,29,30,29,30,29,30
1128,30,30,29,29,30,29,30,29,29,30,29,30
1129,30,30,29,30,29,30,29,30,29,29,30,29
1130,30,30,30,29,30,29,30,29,29,30,29,29
1131,30,30,30,29,30,30,29,30,29,29,30,29
1132,29,30,30,29,30,30,30,29,30,29,29,30
1133,29,30,29,30,29,30,29,30,30,29,30,29
1134,30,29,30,29,30,29,30,29,30,29,30,30
1135,29,30,29,30,29,30,29,29,30,29,30,30
1136,30,29,30,29,30,29,30,29,29,29,30,30
1137,30,29,30,30,29,30,29,30,29,29,29,30
1138,30,30,29,30,30,29,30,29,30,29,29,30
1139,29,30,29,30,30,29,30,30,29,29,30,29
1140,30,29,30,29,30,29,30,30,29,30,29,30
1141,30,29,29,30,29,30,29,30,30,29,30,29
1142,30,30,29,29,30,29,30,29,30,29,30,30
1143,29,30,30,29,29,30,29,30,29,29,30,30
1144,29,30,30,29,30,29,30,29,30,29,29,30
1145,30,29,30,30,29,30,29,30,29,30,29,29
1146,30,29,30,30,29,30,30,29,30,29,30,29
1147,29,30,29,30,29,30,29,30,30,30,29,30
1148,29,30,29,29,29,30,29,30,30,30,30,29
1149,30,29,30,29,29,29,30,29,30,30,30,29
1150,30,30,29,29,30,29,29,30,29,30,30,29
1151,30,30,29,30,29,30,29,29,30,29,30,30
1152,29,30,29,30,29,30,30,29,30,29,30,29
1153,29,30,29,30,30,29,30,30,29,30,29,30
1154,29,29,30,29,30,29,30,30,30,29,30,29
1155,30,29,29,29,30,29,30,30,30,30,29,30
1156,29,30,29,29,29,30,29,30,30,30,29,30
1157,30,29,30,29,29,29,30,29,30,30,29,30
1158,30,29,30,29,30,29,30,29,30,29,30,29
1159,30,29,30,30,29,30,29,30,29,30,29,29
1160,30,30,29,30,29,30,30,30,29,29,30,29
1161,29,30,29,30,29,30,30,30,29,30,29,30
1162,29,29,30,29,30,29,30,30,29,30,30,29
1163,30,29,30,29,29,30,29,30,29,30,30,29
1164,30,30,29,30,29,29,30,29,30,29,30,29
1165,30,30,30,29,30,29,29,30,29,30,29,30
1166,29,30,30,29,30,30,29,29,30,29,30,29
1167,29,30,30,30,29,30,30,29,30,29,29,29
1168,30,29,30,30,29,30,30,29,30,29,30,29
1169,29,30,29,30,29,30,30,29,30,30,29,30
1170,29,29,30,29,30,29,30,29,30,30,29,30
1171,29,30,29,30,29,30,29,30,29,30,29,30
1172,29,30,30,30,29,30,29,29,30,29,29,30
1173,29,30,30,30,30,29,30,29,29,30,29,29
1174,30,29,30,30,30,30,29,30,29,29,29,30
1175,29,30,29,30,30,30,29,30,30,29,29,29
1176,30,29,30,29,30,30,29,30,30,29,30,29
1177,29,30,29,30,29,30,29,30,30,29,30,29
1178,30,30,29,30,29,29,30,29,30,29,30,30
1179,29,30,30,29,30,29,29,30,29,30,29,30
1180,29,30,30,30,29,30,29,29,30,29,30,29
1181,29,30,30,30,29,30,30,29,30,29,29,30
1182,29,29,30,30,29,30,30,29,30,30,29,29
1183,30,29,30,29,30,29,30,29,30,30,30,29
1184,29,30,29,30,29,29,30,29,30,30,30,29
1185,30,29,30,29,30,29,29,30,29,30,30,30
1186,29,30,29,30,29,29,30,29,29,30,30,30
1187,29,30,30,29,30,29,29,30,29,30,29,30
1188,29,30,30,29,30,30,29,29,30,29,30,29
1189,30,29,30,29,30,30,29,30,29,30,29,30
1190,29,30,29,30,29,30,29,30,29,30,30,29
1191,30,29,30,29,29,30,29,30,30,29,30,30
1192,29,30,29,30,29,29,29,30,30,29,30,30
1193,30,29,30,29,30,29,29,29,30,30,29,30
1194,30,30,29,30,29,29,30,29,30,29,30,29
1195,30,30,29,30,30,29,29,30,29,30,29,30
1196,29,30,29,30,30,29,30,29,30,30,29,29
1197,30,29,30,29,30,29,30,30,29,30,30,29
1198,29,30,29,30,29,29,30,30,30,29,30,30
1199,29,29,30,29,30,29,29,30,30,29,30,30
1200,29,30,29,30,29,30,29,29,30,29,30,30
1201,30,29,30,29,30,29,30,29,29,30,29,30
1202,30,29,30,30,29,30,29,30,29,30,29,29
1203,30,29,30,30,29,30,30,29,30,29,30,29
1204,29,29,30,30,29,30,30,30,29,30,29,30
1205,29,29,29,30,30,29,30,30,29,30,30,29
1206,29,30,29,29,30,29,30,30,29,30,30,29
1207,30,29,30,29,30,29,30,29,29,30,30,29
1208,30,29,30,30,29,30,29,30,29,29,30,29
1209,30,29,30,30,30,29,30,29,30,29,29,30
1210,29,29,30,30,30,30,29,30,29,30,29,29
1211,29,30,29,30,30,30,29,30,30,29,30,29
1212,29,29,30,29,30,30,29,30,30,30,29,29
1213,30,29,29,30,29,30,30,29,30,30,29,30
1214,29,30,29,30,29,30,29,29,30,30,29,30
1215,29,30,30,29,30,29,30,29,29,30,29,30
1216,29,30,30,30,29,30,29,30,29,29,30,29
1217,30,29,30,30,30,29,30,29,30,29,30,29
1218,29,29,30,30,30,29,30,30,29,30,29,30
1219,29,29,29,30,30,29,30,30,29,30,30,29
1220,30,29,29,30,29,30,29,30,29,30,30,30
1221,29,30,29,29,30,29,30,29,29,30,30,30
1222,29,30,30,29,30,29,29,29,30,29,30,30
1223,29,30,30,30,29,30,29,29,29,30,29,30
1224,30,29,30,30,29,30,29,30,29,29,30,29
1225,30,29,30,30,29,30,30,29,30,29,29,30
1226,29,30,29,30,29,30,30,29,30,29,30,30
1227,29,30,29,29,30,29,30,29,30,29,30,30
1228,30,29,30,29,29,30,29,29,30,29,30,30
1229,30,30,29,30,29,29,30,29,29,30,29,30
1230,30,30,29,30,30,29,29,29,30,29,30,29
1231,30,30,29,30,30,29,30,29,29,30,29,30
1232,29,30,30,29,30,30,29,30,29,29,30,29
1233,30,29,30,29,30,30,29,30,29,30,30,29
1234,30,29,29,30,29,30,29,30,29,30,30,30
1235,29,30,29,29,30,29,30,29,29,30,30,30
1236,30,29,30,29,29,30,29,29,30,29,30,30
1237,30,29,30,30,29,30,29,29,29,30,29,30
1238,30,29,30,30,29,30,30,29,29,30,29,30
1239,29,30,29,30,29,30,30,29,30,29,30,29
1240,30,29,29,30,29,30,30,30,29,30,29,30
1241,29,30,29,29,30,29,30,30,29,30,30,29
1242,30,29,29,30,29,30,29,30,29,30,30,30
1243,29,30,29,29,30,29,30,29,30,29,30,30
1244,29,30,29,30,29,30,29,30,29,30,29,30
1245,29,30,30,29,30,29,30,29,30,29,30,29
1246,30,29,29,30,30,30,29,30,30,29,29,30
1247,29,29,30,29,30,30,29,30,30,29,30,29
1248,30,29,29,29,30,30,29,30,30,30,29,30
1249,29,30,29,29,29,30,30,29,30,30,30,29
1250,30,29,29,30,29,30,29,30,29,30,30,29
1251,30,29,30,29,30,29,30,29,30,29,30,29
1252,30,29,30,30,29,30,30,29,29,30,29,30
1253,29,30,29,30,29,30,30,30,29,29,30,29
1254,30,29,29,30,29,30,30,30,30,29,29,30
1255,29,29,30,29,30,30,29,30,30,29,30,29
1256,30,29,29,30,29,30,29,30,30,29,30,30
1257,29,30,29,29,30,29,30,29,30,29,30,30
1258,30,29,30,29,30,29,30,29,29,30,29,30
1259,30,29,30,30,29,30,29,30,29,29,29,30
1260,30,29,30,30,29,30,30,29,30,29,29,29
1261,30,30,29,30,29,30,30,30,29,29,30,29
1262,30,29,30,29,30,29,30,30,29,30,29,30
1263,29,30,29,29,30,29,30,30,29,30,29,30
1264,30,29,30,29,30,29,29,30,29,30,29,30
1265,30,30,29,30,29,30,29,29,30,29,29,30
1266,30,30,30,29,30,29,30,29,29,29,30,29
1267,30,30,30,29,30,30,29,30,29,29,29,30
1268,29,30,30,29,30,30,29,30,29,30,29,29
1269,30,29,30,30,29,30,30,29,30,29,30,29
1270,30,29,30,29,29,30,30,29,30,29,30,30
1271,29,30,29,30,29,29,30,29,30,29,30,30
1272,30,29,30,29,30,29,29,30,29,29,30,30
1273,30,30,29,30,29,30,29,30,29,29,29,30
1274,30,30,29,30,30,29,30,29,29,30,29,29
1275,30,30,29,30,30,29,30,30,29,29,30,29
1276,30,29,30,29,30,29,30,30,30,29,29,30
1277,29,30,29,30,29,29,30,30,30,29,30,29
1278,30,30,29,29,29,30,29,30,30,29,30,30
1279,30,29,29,30,29,29,30,29,30,29,30,30
1280,30,29,30,29,30,29,29,30,29,30,29,30
1281,30,29,30,30,29,30,29,30,29,29,30,29
1282,30,29,30,30,29,30,29,30,30,29,30,29
1283,29,30,29,30,29,30,29,30,30,30,29,30
1284,29,29,30,29,29,30,29,30,30,30,30,29
1285,30,29,29,30,29,29,30,29,30,30,30,29
1286,30,30,29,29,29,30,29,30,29,30,30,29
1287,30,30,29,30,29,29,30,29,30,29,30,29
1288,30,30,29,30,29,30,29,30,29,30,29,30
1289,29,30,29,30,30,29,30,30,29,30,29,29
1290,30,29,30,29,30,29,30,30,30,29,30,29
1291,29,30,29,29,30,29,30,30,30,30,29,30
1292,29,30,29,29,29,30,29,30,30,30,29,30
1293,30,29,30,29,29,29,30,29,30,30,29,30
1294,30,29,30,29,30,29,30,29,30,29,29,30
1295,30,29,30,30,29,30,29,30,29,30,29,29
1296,30,29,30,30,29,30,30,29,30,29,30,29
1297,29,30,29,30,30,29,30,30,29,30,29,29
1298,30,29,30,29,30,29,30,30,29,30,30,29
1299,29,30,29,30,29,30,29,30,30,29,30,29
1300,30,29,30,29,30,29,30,29,30,29,30,29
1301,30,30,29,30,29,30,29,30,29,30,29,29
1302,30,30,30,29,30,30,29,29,30,29,29,30
1303,29,30,30,29,30,30,29,30,29,30,29,29
1304,29,30,30,29,30,30,30,29,30,29,30,29
1305,29,29,30,30,29,30,30,29,30,30,29,29
1306,30,29,30,29,30,29,30,29,30,30,29,30
1307,29,30,29,30,29,30,29,30,29,30,29,30
1308,29,30,30,29,30,29,30,29,30,29,29,30
1309,29,30,30,30,30,29,29,30,29,29,30,29
1310,30,29,30,30,30,29,30,29,30,29,29,30
1311,29,30,29,30,30,30,29,30,29,30,29,29
1312,30,29,30,29,30,30,29,30,30,29,30,29
1313,29,30,29,30,29,30,29,30,30,30,29,29
1314,30,30,29,30,29,29,30,29,30,30,29,30
1315,29,30,30,29,30,29,29,30,29,30,29,30
1316,29,30,30,30,29,30,29,29,30,29,30,29
1317,30,29,30,30,29,30,29,30,29,30,29,29
1318,30,29,30,30,29,30,30,29,30,29,30,29
1319,29,30,29,30,30,29,30,29,30,30,29,30
1320,29,30,29,29,30,29,30,29,30,30,30,29
1321,30,29,30,29,29,30,29,29,30,30,30,30
1322,29,30,29,30,29,29,29,30,29,30,30,30
1323,29,30,30,29,30,29,29,29,30,29,30,30
1324,29,30,30,29,30,29,30,29,29,30,29,30
1325,30,29,30,29,30,30,29,30,29,30,29,30
1326,29,29,30,29,30,30,29,30,29,30,30,29
1327,30,29,29,30,29,30,29,30,30,29,30,30
1328,29,30,29,29,30,29,29,30,30,30,29,30
1329,30,29,30,29,29,30,29,29,30,30,29,30
1330,30,30,29,30,29,29,30,29,29,30,30,29
1331,30,30,29,30,30,29,29,30,29,30,29,30
1332,29,30,29,30,30,29,30,29,30,30,29,29
1333,30,29,29,30,30,29,30,30,29,30,30,29
1334,29,29,30,29,30,29,30,30,30,29,30,29
1335,30,29,30,29,29,30,29,30,30,29,30,30
1336,29,30,29,30,29,29,30,29,30,29,30,30
1337,30,29,30,29,30,29,29,30,29,30,29,30
1338,29,30,30,29,30,30,29,29,30,29,30,29
1339,30,29,30,29,30,30,30,29,30,29,29,30
1340,29,29,30,29,30,30,30,30,29,30,29,29
1341,30,29,29,30,29,30,30,30,29,30,30,29
1342,29,29,30,29,30,29,30,30,29,30,30,29
1343,30,29,29,30,29,30,29,30,29,30,30,29
1344,30,29,30,29,30,30,29,29,30,29,30,29
1345,30,29,30,30,30,29,30,29,29,30,29,29
1346,30,29,30,30,30,30,29,30,29,29,30,29
1347,29,30,29,30,30,30,29,30,30,29,29,30
1348,29,29,30,29,30,30,29,30,30,30,29,29
1349,30,29,29,30,29,30,30,29,30,30,29,30
1350,29,30,29,30,29,30,29,29,30,30,29,30
1351,30,29,30,29,30,29,30,29,29,30,29,30
1352,30,29,30,30,29,30,29,30,29,29,30,29
1353,30,29,30,30,30,29,30,29,29,30,29,30
1354,29,30,29,30,30,29,30,30,29,30,29,29
1355,30,29,29,30,30,29,30,30,29,30,30,29
1356,29,30,29,30,29,30,29,30,29,30,30,30
1357,29,29,30,29,30,29,29,30,29,30,30,30
1358,29,30,29,30,29,30,29,29,30,29,30,30
1359,29,30,30,29,30,29,30,29,29,29,30,30
1360,29,30,30,30,29,30,29,30,29,29,30,29
1361,30,29,30,30,29,30,30,29,29,30,29,30
1362,29,30,29,30,29,30,30,29,30,29,30,29
1363,30,29,30,29,30,29,30,29,30,29,30,30
1364,29,30,29,30,29,29,30,29,30,29,30,30
1365,30,30,29,29,30,29,29,30,29,30,29,30
1366,30,30,29,30,29,30,29,29,30,29,30,29
1367,30,30,29,30,30,29,30,29,29,30,29,30
1368,29,30,29,30,30,30,29,29,30,29,30,29
1369,30,29,30,29,30,30,29,30,29,30,30,29
1370,30,29,29,30,29,30,29,30,29,30,30,30
1371,29,30,29,29,30,29,30,29,30,29,30,30
1372,30,29,29,30,29,30,29,29,30,29,30,30
1373,30,29,30,29,30,29,30,29,29,30,29,30
1374,30,29,30,30,29,30,29,30,29,29,30,29
1375,30,29,30,30,29,30,30,29,30,29,30,29
1376,29,30,29,30,29,30,30,30,29,30,29,30
1377,29,29,30,29,29,30,30,30,29,30,30,29
1378,30,29,29,29,30,29,30,30,29,30,30,30
1379,29,30,29,29,29,30,29,30,30,29,30,30
1380,29,30,29,30,29,30,29,30,29,30,29,30
1381,29,30,29,30,30,29,30,29,30,29,29,30
1382,29,30,29,30,30,29,30,30,29,30,29,29
1383,30,29,29,30,30,30,29,30,30,29,30,29
1384,29,30,29,29,30,30,29,30,30,30,29,30
1385,29,29,30,29,29,30,30,29,30,30,30,29
1386,30,29,29,30,29,29,30,30,29,30,30,29
1387,30,29,30,29,30,29,30,29,30,29,30,29
1388,30,30,29,30,29,30,29,30,29,30,29,29
1389,30,30,29,30,30,29,30,30,29,29,30,29
1390,29,30,29,30,30,30,29,30,29,30,29,30
1391,29,29,30,29,30,30,29,30,30,29,30,29
1392,30,29,29,30,29,30,29,30,30,29,30,30
1393,29,30,29,29,30,29,30,29,30,29,30,30
1394,30,29,30,29,29,30,29,30,29,30,29,30
1395,30,29,30,30,29,30,29,29,30,29,29,30
1396,30,29,30,30,29,30,30,29,29,30,29,29
1397,30,29,30,30,29,30,30,30,29,29,29,30
1398,29,30,29,30,30,29,30,30,29,30,29,29
1399,30,29,30,29,30,29,30,30,29,30,29,30
1400,30,29,30,29,29,30,29,30,29,30,29,30
1401,30,30,29,30,29,29,30,29,29,30,29,30
1402,30,30,30,29,30,29,29,30,29,29,30,29
1403,30,30,30,29,30,30,29,29,30,29,29,30
1404,29,30,30,29,30,30,29,30,29,30,29,29
1405,30,29,30,29,30,30,30,29,30,29,29,30
1406,30,29,29,30,29,30,30,29,30,29,30,30
1407,29,30,29,29,30,29,30,29,30,29,30,30
1408,30,29,30,29,30,29,29,30,29,29,30,30
1409,30,30,29,30,29,30,29,29,30,29,29,30
1410,30,30,29,30,30,29,30,29,29,30,29,29
1411,30,30,29,30,30,29,30,30,29,29,30,29
1412,30,29,30,29,30,29,30,30,30,29,29,30
1413,29,30,29,29,30,29,30,30,30,29,30,29
1414,30,29,30,29,29,30,29,30,30,29,30,30
1415,29,30,29,30,29,29,30,29,30,29,30,30
1416,30,29,30,29,30,29,29,30,29,30,29,30
1417,30,29,30,30,29,29,30,29,30,29,30,29
1418,30,29,30,30,29,30,29,30,29,30,29,30
1419,29,30,29,30,29,30,29,30,30,30,29,29
1420,29,30,29,29,30,29,30,30,30,30,29,30
1421,29,29,30,29,29,29,30,30,30,30,29,30
1422,30,29,29,30,29,29,29,30,30,30,29,30
1423,30,29,30,29,30,29,29,30,29,30,29,30
1424,30,29,30,30,29,30,29,29,30,29,30,29
1425,30,29,30,30,29,30,29,30,30,29,30,29
1426,29,30,29,30,29,30,30,29,30,30,29,30
1427,29,29,30,29,30,29,30,30,29,30,30,29
1428,30,29,29,30,29,29,30,30,30,29,30,30
1429,29,30,29,29,30,29,29,30,30,29,30,30
1430,29,30,30,29,29,30,29,30,29,30,29,30
1431,29,30,30,29,30,29,30,29,30,29,29,30
1432,29,30,30,30,29,30,29,30,29,30,29,29
1433,30,29,30,30,29,30,30,29,30,29,30,29
1434,29,30,29,30,29,30,30,29,30,30,29,29
1435,30,29,30,29,30,29,30,29,30,30,29,30
1436,29,30,29,30,29,30,29,30,29,30,29,30
1437,30,29,30,30,29,29,30,29,30,29,29,30
1438,30,29,30,30,30,29,29,30,29,29,30,29
1439,30,29,30,30,30,29,30,29,30,29,29,30
1440,29,30,29,30,30,30,29,30,29,30,29,29
1441,30,29,30,29,30,30,29,30,30,29,30,29
1442,29,30,29,30,29,30,29,30,30,29,30,29
1443,30,29,30,29,30,29,30,29,30,29,30,30
1444,29,30,29,30,30,29,29,30,29,30,29,30
1445,29,30,30,30,29,30,29,29,30,29,29,30
1446,29,30,30,30,29,30,30,29,29,30,29,29
1447,30,29,30,30,30,29,30,29,30,29,30,29
1448,29,30,29,30,30,29,30,30,29,30,29,30
1449,29,29,30,29,30,29,30,30,29,30,30,29
1450,30,29,30,29,29,30,29,30,29,30,30,29
1451,30,30,30,29,29,30,29,29,30,30,29,30
1452,30,29,30,30,29,29,30,29,29,30,29,30
1453,30,29,30,30,29,30,29,30,29,29,30,29
1454,30,29,30,30,29,30,30,29,30,29,30,29
1455,29,30,29,30,30,29,30,29,30,30,29,30
1456,29,29,30,29,30,29,30,29,30,30,30,29
1457,30,29,29,30,29,29,30,29,30,30,30,30
1458,29,30,29,29,30,29,29,30,29,30,30,30
1459,29,30,30,29,29,30,29,29,30,29,30,30
1460,29,30,30,29,30,29,30,29,29,30,29,30
1461,29,30,30,29,30,29,30,29,30,30,29,29
1462,30,29,30,29,30,30,29,30,29,30,30,29
1463,29,30,29,30,29,30,29,30,30,30,29,30
1464,29,30,29,29,30,29,29,30,30,30,29,30
1465,30,29,30,29,29,30,29,29,30,30,29,30
1466,30,30,29,30,29,29,29,30,29,30,30,29
1467,30,30,29,30,30,29,29,30,29,30,29,30
1468,29,30,29,30,30,29,30,29,30,29,30,29
1469,29,30,29,30,30,29,30,30,29,30,29,30
1470,29,29,30,29,30,30,29,30,30,29,30,29
1471,30,29,29,30,29,30,29,30,30,29,30,30
1472,29,30,29,29,30,29,30,29,30,30,29,30
1473,29,30,29,30,30,29,29,30,29,30,29,30
1474,29,30,30,29,30,30,29,29,30,29,30,29
1475,29,30,30,29,30,30,30,29,29,30,29,29
1476,30,29,30,29,30,30,30,29,30,29,30,29
1477,29,30,29,29,30,30,30,30,29,30,29,30
1478,29,29,30,29,30,29,30,30,29,30,30,29
1479,30,29,29,30,29,30,29,30,29,30,30,29
1480,30,29,30,29,30,29,30,29,30,29,30,29
1481,30,29,30,30,29,30,29,30,29,30,29,29
1482,30,29,30,30,30,30,29,30,29,29,30,29
1483,29,30,29,30,30,30,29,30,30,29,29,30
1484,29,29,30,29,30,30,30,29,30,29,30,29
1485,30,29,29,30,29,30,30,29,30,30,29,30
1486,29,30,29,29,30,29,30,29,30,30,29,30
1487,30,29,30,29,30,29,29,30,29,30,29,30
1488,30,29,30,30,29,30,29,29,30,29,30,29
1489,30,29,30,30,30,29,30,29,29,30,29,30
1490,29,30,29,30,30,29,30,30,29,29,30,29
1491,30,29,29,30,30,29,30,30,29,30,29,30
1492,29,30,29,29,30,30,29,30,29,30,30,29
1493,30,29,30,29,30,29,29,30,29,30,30,30
1494,29,30,29,30,29,30,29,29,29,30,30,30
1495,29,30,30,29,30,29,29,30,29,29,30,30
1496,29,30,30,30,29,30,29,29,30,29,29,30
1497,30,29,30,30,29,30,29,30,29,30,29,30
1498,29,30,29,30,29,30,30,29,30,29,30,29
1499,30,29,30,29,29,30,30,29,30,29,30,30
1500,29,30,29,30,29,29,30,29,30,29,30,30
